candidate_id,候选名称,候选层级,数字员工候选,三宝Preset候选,业务价值类型,问题类型,主核心能力,包含skill数,平均置信度,优先级,代表技能,建议下一步,复核原因
SANBAO-32be97e2-自动化执行,体验与满意度 × 自动化执行 Preset 候选｜自动化执行｜预测建模,场景工作流候选,待人工命名,体验与满意度 × 自动化执行 Preset 候选,体验与满意度,自动化执行,预测建模,8,0.946,P2-可评审,p2s-agent-fault-tolerance；p2s-agent-fault-tolerance；p2s-concept-drift-detection；p2s-concept-drift-detection；p2s-ta[REDACTED]；lifecycle-marketing-automator；regression-insight；deal-tracker,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-f05459d6-自动化执行,体验与满意度 × 自动化执行 Preset 候选｜自动化执行｜优化/运筹,待复核资产池,待人工命名,体验与满意度 × 自动化执行 Preset 候选,体验与满意度,自动化执行,优化/运筹,16,0.932,P3-先补证,peace-workflow；cbec-customer-voice-analyzer；incident-retrospective；incident-retrospective；SKILL；SKILL；SKILL；SKILL,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-a08e57e5-自动化执行,体验与满意度 × 自动化执行 Preset 候选｜自动化执行｜RAG/知识检索,待复核资产池,待人工命名,体验与满意度 × 自动化执行 Preset 候选,体验与满意度,自动化执行,RAG/知识检索,2,0.865,P3-先补证,claude-api；activities,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-12b69311-自动化执行,体验与满意度 × 自动化执行 Preset 候选｜自动化执行｜知识图谱/本体建模,待复核资产池,待人工命名,体验与满意度 × 自动化执行 Preset 候选,体验与满意度,自动化执行,知识图谱/本体建模,6,0.918,P3-先补证,c4model；market-insight-product-selection；dsh-archive-agent-notes；to-tickets；start-work；start-work,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-4da14d1e-自动化执行,体验与满意度 × 自动化执行 Preset 候选｜自动化执行｜视觉/多模态,待复核资产池,待人工命名,体验与满意度 × 自动化执行 Preset 候选,体验与满意度,自动化执行,视觉/多模态,10,0.95,P3-先补证,cross-border-selection；cross-border-selection；cross-border-selection；cross-border-selection；cross-border-selection；cross-border-selection；cross-border-selection；cross-border-selection,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-cb2505fe-自动化执行,体验与满意度 × 自动化执行 Preset 候选｜自动化执行｜实验/评估,待复核资产池,待人工命名,体验与满意度 × 自动化执行 Preset 候选,体验与满意度,自动化执行,实验/评估,3,0.897,P3-先补证,reviewer-agent；skill-project-manager；python-programmer,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-b9942a53-自动化执行,体验与满意度 × 自动化执行 Preset 候选｜自动化执行｜合规/规则扫描,待复核资产池,待人工命名,体验与满意度 × 自动化执行 Preset 候选,体验与满意度,自动化执行,合规/规则扫描,4,0.887,P3-先补证,code-refactor；code-review；code-review；code-review,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-74f364f5-自动化执行,体验与满意度 × 自动化执行 Preset 候选｜自动化执行｜工程模式/自动化,待复核资产池,待人工命名,体验与满意度 × 自动化执行 Preset 候选,体验与满意度,自动化执行,工程模式/自动化,23,0.863,P3-先补证,ci-debugger；handoff；ngs-amplicon-microbiome；ngs-atacseq-peaks-qc；open-code-review-delegate；prd-writer；skill-installation-support；agent-customization,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-ba6bd233-自动化执行,体验与满意度 × 自动化执行 Preset 候选｜自动化执行｜按技能原文流程执行,待复核资产池,待人工命名,体验与满意度 × 自动化执行 Preset 候选,体验与满意度,自动化执行,按技能原文流程执行,2,0.615,P3-先补证,Skill-MAS-VOC-Multi-Agent-Analysis；Skill-MAS-VOC-Multi-Agent-Analysis,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取；超过半数记录需要字段复核；核心能力未结构化
SANBAO-a79e7609-学习参考,体验与满意度 × 学习参考 Preset 候选｜学习参考｜DiD/因果推断,待复核资产池,待人工命名,体验与满意度 × 学习参考 Preset 候选,体验与满意度,学习参考,DiD/因果推断,9,0.931,P3-先补证,academic-writing；p2s-camel-role-playing-agents；p2s-camel-role-playing-agents；p2s-mas-voc-data-analyst；p2s-mas-voc-data-analyst；product-management-workflows；Vibe Coding Mastery；reviewer-2-simulator,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-28346840-学习参考,体验与满意度 × 学习参考 Preset 候选｜学习参考｜NLP/情感分析,待复核资产池,待人工命名,体验与满意度 × 学习参考 Preset 候选,体验与满意度,学习参考,NLP/情感分析,51,0.927,P3-先补证,customer-reply-craft；JTBD分析器；JTBD分析器；p2s-autogen-multi-agent-conversation；p2s-autogen-multi-agent-conversation；p2s-semantic-blueprint-compiler；p2s-semantic-blueprint-compiler；p2s-voc-proxy-nps-aipl,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-924476b6-学习参考,体验与满意度 × 学习参考 Preset 候选｜学习参考｜预测建模,待复核资产池,待人工命名,体验与满意度 × 学习参考 Preset 候选,体验与满意度,学习参考,预测建模,5,0.926,P3-先补证,p2s-new-product-opportunity-mining；p2s-new-product-opportunity-mining；p2s-cohort-retention-analysis；p2s-cohort-retention-analysis；Skill-MTL-Churn-LTV-Joint-Prediction,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-8e2ca864-学习参考,体验与满意度 × 学习参考 Preset 候选｜学习参考｜优化/运筹,待复核资产池,待人工命名,体验与满意度 × 学习参考 Preset 候选,体验与满意度,学习参考,优化/运筹,13,0.91,P3-先补证,doubao-research-proposal；doubao-research-proposal；doubao-research-proposal；doubao-research-proposal；academic-paper-reviewer；elixir-pro；mckinsey-grouped-chart；pwn-chain,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-bb0c366d-学习参考,体验与满意度 × 学习参考 Preset 候选｜学习参考｜RAG/知识检索,待复核资产池,待人工命名,体验与满意度 × 学习参考 Preset 候选,体验与满意度,学习参考,RAG/知识检索,2,0.94,P3-先补证,latex-posters；pubmed-database,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-5032039a-学习参考,体验与满意度 × 学习参考 Preset 候选｜学习参考｜知识图谱/本体建模,待复核资产池,待人工命名,体验与满意度 × 学习参考 Preset 候选,体验与满意度,学习参考,知识图谱/本体建模,4,0.95,P3-先补证,mcp-builder；mcp-builder；mcp-builder；mcp-builder,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-f41bcf2a-学习参考,体验与满意度 × 学习参考 Preset 候选｜学习参考｜视觉/多模态,待复核资产池,待人工命名,体验与满意度 × 学习参考 Preset 候选,体验与满意度,学习参考,视觉/多模态,21,0.91,P3-先补证,cohort-analysis；cohort-analysis；executive-briefing-kit；sci-paper-cn；user-segmentation；user-segmentation；experience-system-blueprint；messaging-frameworks,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-b47775de-学习参考,体验与满意度 × 学习参考 Preset 候选｜学习参考｜实验/评估,待复核资产池,待人工命名,体验与满意度 × 学习参考 Preset 候选,体验与满意度,学习参考,实验/评估,12,0.927,P3-先补证,adhd-daily-planner；亚马逊Sorftime调研；亚马逊Sorftime调研；amazon-sorftime-research；amazon-sorftime-research；feature-spec；market-segments；product-frameworks,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-3aa76c14-学习参考,体验与满意度 × 学习参考 Preset 候选｜学习参考｜工程模式/自动化,待复核资产池,待人工命名,体验与满意度 × 学习参考 Preset 候选,体验与满意度,学习参考,工程模式/自动化,8,0.86,P3-先补证,go-concurrency-patterns；docs-page；docs-page；docs-page；gh-address-comments；sprint-planner；sprint-planner；vercel-composition-patterns,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-c171f7a2-学习参考,体验与满意度 × 学习参考 Preset 候选｜学习参考｜按技能原文流程执行,待复核资产池,待人工命名,体验与满意度 × 学习参考 Preset 候选,体验与满意度,学习参考,按技能原文流程执行,41,0.851,P3-先补证,market-segments；user-personas；user-personas；battlecard-library；summarize-interview；summarize-interview；identify-assumptions-existing；identify-assumptions-existing,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核；核心能力未结构化
SANBAO-3bb411af-其他-待人工归类,待人工判断｜其他/待人工归类｜NLP/情感分析,待复核资产池,待人工命名,待人工判断,体验与满意度,其他/待人工归类,NLP/情感分析,3,0.4,P3-先补证,Skill-Multilingual-Sentiment-Alignment；Skill-Review-Sentiment-Growth-Trigger；Skill-VOC-Aspect-Sentiment-Extraction,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,3 条源文件不可稳定读取；超过半数记录需要字段复核；问题类型未明确
SANBAO-c50a9bfc-其他-待人工归类,待人工判断｜其他/待人工归类｜知识图谱/本体建模,待复核资产池,待人工命名,待人工判断,体验与满意度,其他/待人工归类,知识图谱/本体建模,2,0.615,P3-先补证,Skill-Membership-Churn-Early-Warning-Graph；Skill-Membership-Churn-Early-Warning-Graph,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取；超过半数记录需要字段复核；问题类型未明确
SANBAO-87261d4a-其他-待人工归类,待人工判断｜其他/待人工归类｜视觉/多模态,待复核资产池,待人工命名,待人工判断,体验与满意度,其他/待人工归类,视觉/多模态,2,0.615,P3-先补证,Skill-Multimodal-Fake-Review-Detection；Skill-Multimodal-Fake-Review-Detection,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取；超过半数记录需要字段复核；问题类型未明确
SANBAO-f9353004-其他-待人工归类,待人工判断｜其他/待人工归类｜实验/评估,待复核资产池,待人工命名,待人工判断,体验与满意度,其他/待人工归类,实验/评估,1,0.4,P3-先补证,Skill-VOC-Returns-Cost-Driver,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取；超过半数记录需要字段复核；问题类型未明确
