cluster_id,业务价值类型,问题类型,主核心能力,skill_count,high_confidence_count,needs_review_count,review_ratio,text_quality_risk_count,avg_confidence,top_sources,top_scenarios,三宝候选层级,三宝Preset候选,数字员工候选,代表技能,聚类说明,复核原因,代表用途
C-13563c8f-生成制作,风险与合规,生成制作,优化/运筹,11,11,9,0.818,0,0.918,home_skill:10；system_skill:1,研发与代码:3；业务经营与AgenticOS:2；数据分析与BI:2；产品设计与UIUX:1；协作与外部工具:1,待复核资产池,风险与合规 × 生成制作 Preset 候选,待人工命名,alibaba-global-smart-assistant-settings；electron-app-dev；market-research-reports；market-research-reports；electron-best-practices；shopify-product-collection-write-brief；testing-data-visualizations；testing-data-visualizations,围绕风险与合规中的生成制作问题，主要使用优化/运筹能力处理。,超过半数记录需要字段复核,用于alibaba global smart assistant settings：User: 看看 Product 下面都开了什么；Electron桌面应用开发专家。精通electron-vite、TypeScript、React、IPC通信、窗口管理、原生功能集成等Electron全栈开发技术。 适用场景： - 创建electron-vite + TypeScript + React项目 - 实现安全的IPC通信 - 窗口管理（创建、控制、多窗口、状态持久化） - 原生功能（系统托盘、菜单、通知、文件对话框） - electron-builder打包分发 - 自…；用于Report is under 50 pages；Visuals not rendering；Bibliography missing entries，通过RAG/知识检索；优化/运筹；视觉/多模态形成- Resource requirements - Timeline and sequencing - Dependencies and critical path - Governance structure；├── progress.md ├── dr…
C-416581f1-生成制作,风险与合规,生成制作,知识图谱/本体建模,2,2,2,1.0,0,0.94,home_skill:2,产品设计与UIUX:1；数据库与后端服务:1,待复核资产池,风险与合规 × 生成制作 Preset 候选,待人工命名,openapi-spec-generation；fastapi-templates,围绕风险与合规中的生成制作问题，主要使用知识图谱/本体建模能力处理。,超过半数记录需要字段复核,"Generate and maintain OpenAPI 3.1 specifications from code, design-first specs, and validation patterns. Use when creating API documentation, generating SDKs, or ensuring API contract compliance.；Create production-ready FastAPI projects with async patterns, dependency injection, and comprehensive error handling. Use when building new FastAPI applications or setting up backend API projects."
C-4d1465e4-生成制作,风险与合规,生成制作,视觉/多模态,4,4,4,1.0,0,0.943,home_skill:3；icloud_skill:1,产品设计与UIUX:2；图像/视频/创意生产:1；数据分析与BI:1,待复核资产池,风险与合规 × 生成制作 Preset 候选,待人工命名,drawio；k8s-manifest-generator；treatment-plans；architecture-diagram,围绕风险与合规中的生成制作问题，主要使用视觉/多模态能力处理。,超过半数记录需要字段复核,"Optional Draw.io / diagrams.net delivery foundation. Use only when the user explicitly asks for Draw.io, .drawio, diagrams.net, editable diagram delivery, or local Draw.io MCP usage. Preserve the architecture evidence m…；用于k8s manifest generator：This skill provides comprehensive guidance for generating well-structured, secure, and production-ready Kubernetes manifests following cloud-native best practices and Kubernetes conventions.；- What container image and tag will be used…；用于Example 1: Type 2 Diabetes Manageme…"
C-0606af16-生成制作,风险与合规,生成制作,按技能原文流程执行,1,1,1,1.0,0,0.85,home_skill:1,数据分析与BI:1,待复核资产池,风险与合规 × 生成制作 Preset 候选,待人工命名,numeric-extraction-and-distribution-analysis,围绕风险与合规中的生成制作问题，主要使用按技能原文流程执行能力处理。,超过半数记录需要字段复核；核心能力未结构化,从带单位的字符串列中提取数值并清洗，生成包含直方图、饼图、条形图和累积分布图的多维度综合分布可视化图表，用于展示数据的集中趋势与分布特征。
C-ce7cc45f-检索组织,风险与合规,检索组织,DiD/因果推断,1,1,1,1.0,0,0.8,remote_plugin_skill:1,研发与代码:1,待复核资产池,风险与合规 × 检索组织 Preset 候选,待人工命名,clickhouse-js-node-coding,围绕风险与合规中的检索组织问题，主要使用DiD/因果推断能力处理。,超过半数记录需要字段复核,"Write idiomatic application code with the ClickHouse Node.js client (@clickhouse/client). Use this skill whenever a user is building against the Node.js client — configuring the client, pinging, inserting rows in JSON o…"
C-8ef2dcd4-检索组织,风险与合规,检索组织,知识图谱/本体建模,4,3,4,1.0,1,0.757,icloud_paper_file_skill:2；project_skill:1；home_skill:1,文档与知识:2；数据库与后端服务:1；研发与代码:1,待复核资产池,风险与合规 × 检索组织 Preset 候选,待人工命名,database-inspector；bun-monorepo-vite-elysia-spa；Skill-Multi-Market-Compliance-Matrix-Ontology；Skill-Multi-Market-Compliance-Matrix-Ontology,围绕风险与合规中的检索组织问题，主要使用知识图谱/本体建模能力处理。,1 条源文件不可稳定读取；超过半数记录需要字段复核,"探索 SQLite 或 PostgreSQL 数据库，执行安全只读查询，提供表列表、详细表结构（列/类型/约束/索引）、数据预览，并生成 Mermaid ER 图。当用户需要查看数据库架构、探索表关系、预览数据、执行只读查询，或提及 schema、ER 图、SQL 查询、数据预览、describe table、数据库探索等关键词时触发。；用于bun monorepo vite elysia spa：Create a Bun workspace monorepo with latest generator output, not manual scaffolding. Use official generators first, then apply backend wiring and security defaults.；{""round"": -1, ""status"": ""skip"", ""score"": 88.0, ""best"": 88.0, ""ts"": ""2026-07-04T05:01:21.876423""}"
C-700e7efe-检索组织,风险与合规,检索组织,工程模式/自动化,1,1,1,1.0,0,0.88,home_skill:1,产品设计与UIUX:1,待复核资产池,风险与合规 × 检索组织 Preset 候选,待人工命名,iterate-objects-safely,围绕风险与合规中的检索组织问题，主要使用工程模式/自动化能力处理。,超过半数记录需要字段复核,"用于iterate objects safely：Iterating over objects in TypeScript is surprisingly tricky. The for...in loop infers keys as string rather than the object's keys, leading to indexing errors. This happens because objects can have additional properties beyond their d…"
C-536c8c79-评估验证,风险与合规,评估验证,DiD/因果推断,3,3,1,0.333,0,0.95,home_skill:2；project_skill:1,研发与代码:2；业务经营与AgenticOS:1,原子技能组候选,风险与合规 × 评估验证 Preset 候选,待人工命名,p2s-interference-spillover-correction；p2s-interference-spillover-correction；sox-testing,围绕风险与合规中的评估验证问题，主要使用DiD/因果推断能力处理。,可进入下一轮业务聚类评审,"触发词：溢出效应、SUTVA违反、暴露模型、集群随机化、库存竞争。何时不用：实验单元之间确实独立（无共享库存、无社交传播）时不必纠正。安全边界：用共同购买等行为数据构图，不获取直接社交关系，并在隐私政策中说明行为数据分析用途。；触发词：溢出效应、SUTVA违反、暴露模型、集群随机化、库存竞争。何时不用：实验单元之间确实独立（无共享库存、无社交传播）时不必纠正。安全边界：用共同购买等行为数据构图，不获取直接社交关系，并在隐私政策中说明行为数据分析用途。；Generate SOX sample selections, testing workpapers, and control assessments. Use when planning quarterly or annual SOX 404 testing, pulling a sample for a control (revenue, P2P, ITGC, close), building a testing workpape…"
C-d48440cc-评估验证,风险与合规,评估验证,NLP/情感分析,5,5,4,0.8,0,0.926,home_skill:5,图像/视频/创意生产:4；产品设计与UIUX:1,待复核资产池,风险与合规 × 评估验证 Preset 候选,待人工命名,可用性测试；doubao-product-manager；doubao-product-manager；doubao-product-manager；doubao-product-manager,围绕风险与合规中的评估验证问题，主要使用NLP/情感分析能力处理。,超过半数记录需要字段复核,"产品设计套件 Validate 阶段。当用户是设计师想做可用性测试（验证已有设计或原型是否好用）—— 从测试方案设计、任务剧本编写、现场观察记录、到严重度评级与修复优先级输出时启动的 Skill。与 Probe（探索性用研，设计前）形成阶段互补 —— Probe 挖""用户是谁、为什么""，Test 验""这个设计能不能用、卡在哪""。与 Check（设计师自查走查）的区别：Check 不需要真实用户，Test 必须真实用户操作。 本 Ski…；将产品想法、用户反馈、研究数据、云文档、附件和已有方案转化为有依据的产品判断、策略、MVP、优先级、Roadmap、PRD、用户故事、验收标准或方案评审。任务涉及产品决策、需求取舍、存量产品修改、范围变更、上线复盘或产品文档交付时使用，即使用户没有说‘产品经理’；纯转写、翻译、校对、格式转换、资料摘要或已定方案的技术实现不由本 Skill 主导，除非仍需产品判断。用户提供链接、文件、截图、脑图、表格、评论或旧产物时，先读取真实内容。；将产品想法、用户反馈、研究数据、云文档、附件和已有方案转化为有依据的产品判断、策略、MVP、优先级、Roadmap、PRD、用户故事、验收标准或方案评审。任务…"
C-fe759909-评估验证,风险与合规,评估验证,优化/运筹,19,19,17,0.895,0,0.932,home_skill:13；project_skill:6,产品设计与UIUX:7；研发与代码:6；安全与治理:5；数据库与后端服务:1,待复核资产池,合规治理 Preset,合规与风险审查员,doubao-pc-optimizer；doubao-pc-optimizer；fastapi-vue-fullstack-dev；hardware-security；hardware-security；hardware-security；hardware-security；hardware-security,围绕风险与合规中的评估验证问题，主要使用优化/运筹能力处理。,超过半数记录需要字段复核,用户需要清理磁盘垃圾、释放空间、处理电脑卡顿或开机慢、优化 Windows/macOS 性能、提升游戏帧率、生成安全清理脚本，或提到 C 盘满、磁盘空间不足、掉帧、运行慢时使用。；用户需要清理磁盘垃圾、释放空间、处理电脑卡顿或开机慢、优化 Windows/macOS 性能、提升游戏帧率、生成安全清理脚本，或提到 C 盘满、磁盘空间不足、掉帧、运行慢时使用。；轻量全栈项目标准化开发流程，覆盖 FastAPI 后端、Vue3 CDN 前端、SQLite/Alembic 数据库、Docker 容器化与生产部署的完整链路（需求分析→架构设计→编码→安全加固→测试→部署上线）。当用户要新建或迭代 FastAPI/Vue3/SQLite 技术栈的 Web 项目、设计数据库迁移、编写部署脚本、做安全加固或生产发布时使用。
